           6  -6.84188223    
           7  -7.11604691    
           8  -7.29497719    
           9  -7.30222511    
          10  -7.30489588    
          11  -7.30489588    
          12  -7.30358315    
          13  -7.29979086    
          14  -7.29396582    
          15  -7.28406477    
          16  -7.18158293    
          17  -7.07838297    
          18  -6.98833513    
          19  -6.92619085    
          20  -6.90390778    
 
           1  -6.49962616    
           2  -6.49650812    
           3  -6.48900700    
           4  -6.48192215    
           5  -6.52244091    
           6  -6.77901793    
           7  -6.79206419    
           8  -6.80662584    
           9  -6.81796122    
          10  -6.82221985    
          11  -6.82221985    
          12  -6.82089186    
          13  -6.81704092    
          14  -6.81112480    
          15  -6.80383205    
          16  -6.79602814    
          17  -6.78865290    
          18  -6.78261280    
          19  -6.77865505    
          20  -6.77727509    
 
           1  -6.28037596    
           2  -6.28012800    
           3  -6.28004313    
           4  -6.28170013    
           5  -6.47953081    
           6  -6.48813105    
           7  -6.50420809    
           8  -6.52345896    
           9  -6.53893900    
          10  -6.54483891    
          11  -6.54483891    
          12  -6.54345083    
          13  -6.53943396    
          14  -6.53327703    
          15  -6.52570915    
          16  -6.51764297    
          17  -6.51005077    
          18  -6.50385904    
          19  -6.49981403    
          20  -6.49840593    
 
           1  -5.49181700    
           2  -5.59319687    
           3  -5.84972811    
           4  -6.17879677    
           5  -6.28656197    
           6  -6.29500389    
           7  -6.30585098    
           8  -6.31667519    
           9  -6.32466316    
          10  -6.32759905    
          11  -6.32759905    
          12  -6.32616091    
          13  -6.32198811    
          14  -6.31554317    
          15  -6.30753899    
          16  -6.29890394    
          17  -6.29067421    
          18  -6.28388309    
          19  -6.27940702    
          20  -6.27784300    
 
           1  -4.21697712    
           2  -4.17095995    
           3  -4.03604078    
           4  -3.81852388    
           5  -3.52746391    
           6  -3.17764306    
           7  -2.80601311    
           8  -2.64293408    
           9  -2.62626290    
          10  -2.62941098    
          11  -2.62941098    
          12  -2.62934399    
          13  -2.63309908    
          14  -2.65531397    
          15  -2.87904811    
          16  -3.18297100    
          17  -3.46620202    
          18  -3.69480300    
          19  -3.84363294    
          20  -3.89537311    
 
           1  -4.12868118    
           2  -4.00506306    
           3  -3.86207891    
           4  -3.66489506    
           5  -3.40433407    
           6  -3.10201597    
           7  -2.79496193    
           8  -2.60778308    
           9  -2.57938409    
          10  -2.56884098    
          11  -2.56884098    
          12  -2.56761503    
          13  -2.56504893    
          14  -2.60620093    
          15  -2.66548109    
          16  -2.69613194    
          17  -2.72528696    
          18  -2.74933600    
          19  -2.76511598    
          20  -2.77060294    
 
           1  -4.02562380    
           2  -3.98427892    
           3  -3.69229198    
           4  -3.29865098    
           5  -2.94187903    
           6  -2.73615408    
           7  -2.65192199    
           8  -2.47822094    
           9  -2.51580095    
          10  -2.53104496    
          11  -2.53104496    
          12  -2.53024411    
          13  -2.52730703    
          14  -2.53164697    
          15  -2.51077008    
          16  -2.47413707    
          17  -2.43386793    
          18  -2.44749093    
          19  -2.55744195    
          20  -2.60447192    
 
           1  -2.92172694    
           2  -2.87755489    
           3  -2.74810505    
           4  -2.54401994    
           5  -2.33808804    
           6  -2.36394000    
           7  -2.39651608    
           8  -2.41368294    
           9  -2.14894199    
          10  -2.06947803    
          11  -2.06947803    
          12  -2.11673903    
          13  -2.26984811    
          14  -2.43112302    
          15  -2.43391609    
          16  -2.39337611    
          17  -2.33867502    
          18  -2.29150391    
          19  -2.26631594    
          20  -2.22880697    
 
           1  -2.83116603    
           2  -2.72374701    
           3  -2.61086512    
           4  -2.44792199    
           5  -2.27816105    
           6  -2.29265809    
           7  -2.39144397    
           8  -2.30943203    
           9  -2.14078212    
          10  -2.05197811    
          11  -2.05197811    
          12  -2.05990100    
          13  -2.06255007    
          14  -2.06535602    
          15  -2.06901312    
          16  -2.07441306    
          17  -2.14128208    
          18  -2.27528691    
          19  -2.21487689    
          20  -2.19594002    
 
           1  -2.76293397    
           2  -2.71885204    
           3  -2.43438196    
           4  -2.11786795    
           5  -2.17880988    
           6  -1.93451798    
           7  -1.68876505    
           8  -1.61371803    
           9  -1.52808595    
          10  -1.47939205    
          11  -1.47939205    
          12  -1.49043298    
          13  -1.52517295    
          14  -1.58484304    
          15  -1.66789997    
          16  -1.85995400    
          17  -2.06872797    
          18  -2.08192992    
          19  -2.09311390    
          20  -2.08064795    
 
           1  -1.93794703    
           2  -1.93977702    
           3  -1.96569598    
           4  -2.02626300    
           5  -1.98167002    
           6  -1.75851405    
           7  -1.58675206    
           8  -1.48081398    
           9  -1.45723605    
          10  -1.45576096    
          11  -1.45576096    
          12  -1.46197295    
          13  -1.48510003    
          14  -1.53252804    
          15  -1.60194695    
          16  -1.74504399    
          17  -1.84518099    
          18  -1.93822706    
          19  -2.01654792    
          20  -2.07097101    
 
           1  -1.88987005    
           2  -1.91026402    
           3  -1.96301401    
           4  -2.00897098    
           5  -1.81883299    
           6  -1.75329494    
           7  -1.55121899    
           8  -1.47483397    
           9  -1.44079804    
          10  -1.43107903    
          11  -1.43107903    
          12  -1.43804896    
          13  -1.45199895    
          14  -1.46535397    
          15  -1.55504405    
          16  -1.68228400    
          17  -1.77466094    
          18  -1.86760902    
          19  -1.94776106    
          20  -1.98243105    
 
           1  -1.84619999    
           2  -1.83573604    
           3  -1.86571705    
           4  -1.89556396    
           5  -1.81244600    
           6  -1.63271594    
           7  -1.45991302    
           8  -1.38039398    
           9  -1.34090996    
          10  -1.32598603    
          11  -1.32598603    
          12  -1.32678401    
          13  -1.33333302    
          14  -1.35914505    
          15  -1.43108106    
          16  -1.46994495    
          17  -1.50352800    
          18  -1.53295195    
          19  -1.55238497    
          20  -1.55912995    
 
           1  -1.77772200    
           2  -1.80038595    
           3  -1.82606304    
           4  -1.82018197    
           5  -1.71116102    
           6  -1.53273296    
           7  -1.43875897    
           8  -1.26817000    
           9  -1.28459799    
          10  -1.29320598    
          11  -1.29320598    
          12  -1.29422295    
          13  -1.29220796    
          14  -1.28071105    
          15  -1.37321103    
          16  -1.40233195    
          17  -1.41027796    
          18  -1.41200697    
          19  -1.41230500    
          20  -1.41233397    
 
           1  -1.76772594    
           2  -1.78907895    
           3  -1.78774798    
           4  -1.72391999    
           5  -1.62839198    
           6  -1.46244800    
           7  -1.34840798    
           8  -1.25142705    
           9  -1.22972596    
          10  -1.20854402    
          11  -1.20854402    
          12  -1.21506405    
          13  -1.22801399    
          14  -1.23445702    
          15  -1.24145603    
          16  -1.20582998    
          17  -1.15814197    
          18  -1.09870398    
          19  -1.03269398    
          20 -0.990688026    
 
           1  -1.57346499    
           2  -1.57412004    
           3  -1.57067502    
           4  -1.55464697    
           5  -1.52111804    
           6  -1.42119396    
           7  -1.17987096    
           8  -1.07856202    
           9 -0.776789010    
          10 -0.665655017    
          11 -0.665655017    
          12 -0.728299975    
          13 -0.911722004    
          14  -1.16566396    
          15  -1.20594394    
          16  -1.16272700    
          17  -1.10072398    
          18  -1.02506995    
          19 -0.940479994    
          20 -0.888440013    
 
           1 -0.662329972    
           2 -0.688883007    
           3 -0.764042020    
           4 -0.871481001    
           5 -0.986518979    
           6  -1.08231699    
           7  -1.10921597    
           8 -0.945429981    
           9 -0.740517020    
          10 -0.659959972    
          11 -0.659959972    
          12 -0.663464010    
          13 -0.665714979    
          14 -0.669121981    
          15 -0.673821986    
          16 -0.680899978    
          17 -0.695550978    
          18 -0.737586021    
          19 -0.809117019    
          20 -0.826981008    
 
           1 -0.580648005    
           2 -0.579532027    
           3 -0.645304024    
           4 -0.773795009    
           5 -0.914696991    
           6  -1.04214001    
           7 -0.969009995    
           8 -0.505716026    
           9 -0.247051999    
          10 -0.182862997    
          11 -0.182862997    
          12 -0.199801996    
          13 -0.248297006    
          14 -0.319620997    
          15 -0.401589990    
          16 -0.488833010    
          17 -0.576498985    
          18 -0.646346986    
          19 -0.726879001    
          20 -0.813223004    
 
           1 -0.577853978    
           2 -0.567054987    
           3 -0.546407998    
           4 -0.582735002    
           5 -0.514671028    
           6 -0.412209988    
           7 -0.333873004    
           8 -0.214595005    
           9  -7.95449987E-02
          10  -5.88660017E-02
          11  -5.88660017E-02
          12  -7.14270025E-02
          13 -0.111051001    
          14 -0.179808006    
          15 -0.270153999    
          16 -0.372965008    
          17 -0.482993007    
          18 -0.587602973    
          19 -0.638298988    
          20 -0.646067023    
 
           1 -0.504531980    
           2 -0.533044994    
           3 -0.539758980    
           4 -0.519324005    
           5 -0.474005014    
           6 -0.325491995    
           7 -0.215480998    
           8 -0.134795994    
           9  -3.99499992E-03
          10   2.73540001E-02
          11   2.73540001E-02
          12   1.44640002E-02
          13  -2.32490003E-02
          14  -9.76810008E-02
          15 -0.192419007    
          16 -0.272653013    
          17 -0.328642011    
          18 -0.363303989    
          19 -0.381965995    
          20 -0.387854010    
 
           1 -0.416404992    
           2 -0.450412005    
           3 -0.513886988    
           4 -0.457332999    
           5 -0.368025005    
           6 -0.199394003    
           7 -0.139773995    
           8  -7.07139969E-02
           9  0.123364002    
          10  0.406318009    
          11  0.406318992    
          12  0.296528995    
          13  0.128760993    
          14   3.18039991E-02
          15  -2.86199991E-03
          16  -1.89250000E-02
          17  -2.84160003E-02
          18  -3.43470015E-02
          19  -3.76860015E-02
          20  -3.87709998E-02
 
           1 -0.288314998    
           2 -0.289748996    
           3 -0.288172990    
           4 -0.274621010    
           5 -0.245084003    
           6 -0.183798999    
           7  0.238305002    
           8  0.717122972    
           9   1.00662994    
          10  0.965112984    
          11  0.965112984    
          12   1.03912306    
          13   1.08724201    
          14   1.05816197    
          15   1.00777602    
          16  0.963733017    
          17  0.931016028    
          18  0.908905029    
          19  0.896162987    
          20  0.892001987    
 
           1   3.51506209    
           2   3.60613704    
           3   3.85093999    
           4   4.13989592    
           5   3.64706707    
           6   2.98833609    
           7   2.34375310    
           8   1.78250206    
           9   1.51031399    
          10   1.28818095    
          11   1.28817904    
          12   1.32979500    
          13   1.39593196    
          14   1.44718003    
          15   1.52181804    
          16   1.60640705    
          17   1.68623197    
          18   1.75073802    
          19   1.79246497    
          20   1.80688405    
 
           1   4.11490917    
           2   4.21443987    
           3   4.48245287    
           4   4.27250624    
           5   3.99389696    
           6   3.42831397    
           7   2.80854702    
           8   2.18264389    
           9   1.60911703    
          10   1.59433103    
          11   1.59389806    
          12   1.57730496    
          13   1.63467896    
          14   1.78054297    
          15   1.92100406    
          16   2.04290891    
          17   2.14517689    
          18   2.22280407    
          19   2.27184701    
          20   2.28864598    
 
