           1  -21.0655136    
           2  -21.0654087    
           3  -21.0651455    
           4  -21.0647488    
           5  -21.0642872    
           6  -21.0638065    
           7  -21.0633945    
           8  -21.0630608    
           9  -21.0628567    
          10  -21.0627632    
          11  -21.0627632    
          12  -21.0628185    
          13  -21.0628834    
          14  -21.0629902    
          15  -21.0631123    
          16  -21.0632439    
          17  -21.0633621    
          18  -21.0634727    
          19  -21.0635395    
          20  -21.0635509    
 
           1  -19.9807873    
           2  -19.9806747    
           3  -19.9803886    
           4  -19.9799519    
           5  -19.9794483    
           6  -19.9789219    
           7  -19.9784679    
           8  -19.9780979    
           9  -19.9778728    
          10  -19.9777718    
          11  -19.9777718    
          12  -19.9778290    
          13  -19.9779015    
          14  -19.9780197    
          15  -19.9781551    
          16  -19.9783001    
          17  -19.9784336    
          18  -19.9785557    
          19  -19.9786282    
          20  -19.9786415    
 
           1  -14.5223446    
           2  -14.5121737    
           3  -14.4823656    
           4  -14.4352322    
           5  -14.3748026    
           6  -14.3070202    
           7  -14.2397137    
           8  -14.1819487    
           9  -14.1427202    
          10  -14.1343813    
          11  -14.1343813    
          12  -14.1347570    
          13  -14.1360979    
          14  -14.1389246    
          15  -14.1432734    
          16  -14.1483603    
          17  -14.1532898    
          18  -14.1573486    
          19  -14.1600037    
          20  -14.1609278    
 
           1  -13.9474554    
           2  -13.9534626    
           3  -13.9706116    
           4  -13.9964838    
           5  -14.0276175    
           6  -14.0600281    
           7  -14.0898447    
           8  -14.1137171    
           9  -14.1290874    
          10  -14.1287851    
          11  -14.1287851    
          12  -14.1292048    
          13  -14.1303892    
          14  -14.1318502    
          15  -14.1330872    
          16  -14.1340857    
          17  -14.1348934    
          18  -14.1355047    
          19  -14.1358910    
          20  -14.1360254    
 
           1  -13.9474554    
           2  -13.9530783    
           3  -13.9691391    
           4  -13.9933920    
           5  -14.0226212    
           6  -14.0530939    
           7  -14.0811682    
           8  -14.1036749    
           9  -14.1181765    
          10  -14.1231737    
          11  -14.1231737    
          12  -14.1236248    
          13  -14.1246824    
          14  -14.1258249    
          15  -14.1268625    
          16  -14.1277924    
          17  -14.1285839    
          18  -14.1292000    
          19  -14.1295910    
          20  -14.1297283    
 
           1  -13.1806183    
           2  -13.1700687    
           3  -13.1391068    
           4  -13.0900297    
           5  -13.0269041    
           6  -12.9558105    
           7  -12.8849115    
           8  -12.8238153    
           9  -12.7821779    
          10  -12.7731333    
          11  -12.7731333    
          12  -12.7735939    
          13  -12.7752428    
          14  -12.7787323    
          15  -12.7839737    
          16  -12.7899914    
          17  -12.7957697    
          18  -12.8005095    
          19  -12.8036022    
          20  -12.8046741    
 
           1  -12.5812120    
           2  -12.5874090    
           3  -12.6051025    
           4  -12.6317587    
           5  -12.6637859    
           6  -12.6970568    
           7  -12.7276134    
           8  -12.7520294    
           9  -12.7677317    
          10  -12.7673550    
          11  -12.7673550    
          12  -12.7678566    
          13  -12.7692337    
          14  -12.7708664    
          15  -12.7722397    
          16  -12.7733898    
          17  -12.7743464    
          18  -12.7750864    
          19  -12.7755547    
          20  -12.7757158    
 
           1  -12.5812120    
           2  -12.5870028    
           3  -12.6035528    
           4  -12.6285172    
           5  -12.6585646    
           6  -12.6898403    
           7  -12.7186184    
           8  -12.7416506    
           9  -12.7564821    
          10  -12.7615862    
          11  -12.7615862    
          12  -12.7621136    
          13  -12.7633142    
          14  -12.7646036    
          15  -12.7657967    
          16  -12.7668934    
          17  -12.7678432    
          18  -12.7685919    
          19  -12.7690697    
          20  -12.7692337    
 
           1  -8.60320091    
           2  -8.60288239    
           3  -8.60235214    
           4  -8.60263348    
           5  -8.60474396    
           6  -8.60906696    
           7  -8.61504364    
           8  -8.62126064    
           9  -8.64350033    
          10  -8.68865681    
          11  -8.68865681    
          12  -8.67359734    
          13  -8.62945175    
          14  -8.62153721    
          15  -8.61749172    
          16  -8.61318684    
          17  -8.60913944    
          18  -8.60584259    
          19  -8.60369110    
          20  -8.60293865    
 
           1  -8.31961632    
           2  -8.31807899    
           3  -8.31444263    
           4  -8.31118011    
           5  -8.31101894    
           6  -8.31553459    
           7  -8.32476807    
           8  -8.51122856    
           9  -8.62597084    
          10  -8.62771893    
          11  -8.62771893    
          12  -8.62698269    
          13  -8.62483025    
          14  -8.55936241    
          15  -8.46883678    
          16  -8.36610603    
          17  -8.32579041    
          18  -8.32226086    
          19  -8.31995296    
          20  -8.31914520    
 
           1  -7.26306915    
           2  -7.26277208    
           3  -7.26250505    
           4  -7.35136223    
           5  -7.70060921    
           6  -8.02458858    
           7  -8.29983234    
           8  -8.33423138    
           9  -8.34245872    
          10  -8.34558487    
          11  -8.34558487    
          12  -8.34480476    
          13  -8.34251976    
          14  -8.33901882    
          15  -8.33471107    
          16  -8.33011818    
          17  -8.26237106    
          18  -8.17159462    
          19  -8.10879040    
          20  -8.08623695    
 
           1  -6.77925777    
           2  -6.78225899    
           3  -7.01250601    
           4  -7.26376390    
           5  -7.26794577    
           6  -7.27543688    
           7  -7.28518486    
           8  -7.32637119    
           9  -7.45888090    
          10  -7.50418901    
          11  -7.50418901    
          12  -7.48907280    
          13  -7.44479609    
          14  -7.37458277    
          15  -7.28678608    
          16  -7.27910519    
          17  -7.27185011    
          18  -7.26591015    
          19  -7.26201916    
          20  -7.26066494    
 
           1  -6.63352108    
           2  -6.73652983    
           3  -6.77128696    
           4  -6.76926899    
           5  -6.77111387    
